,run_ID,epoch_ID,loss,epoch_duration,run_duration,max_length,window_size,channel,f_c,depth,activation,lr,batch_size,epoch
0,1,1,104235250356715.52,0.12439990043640137,0.1948258876800537,793,10,4,5,2,ReLU(),0.01,32,20
1,1,2,78511624186101.77,0.12189745903015137,0.33683013916015625,793,10,4,5,2,ReLU(),0.01,32,20
2,1,3,75001994044702.72,0.12063908576965332,0.47684407234191895,793,10,4,5,2,ReLU(),0.01,32,20
3,1,4,73272575024824.31,0.12331104278564453,0.6207370758056641,793,10,4,5,2,ReLU(),0.01,32,20
4,1,5,72959374641070.08,0.12128973007202148,0.7614936828613281,793,10,4,5,2,ReLU(),0.01,32,20
5,1,6,72930914821734.4,0.12268805503845215,0.9047272205352783,793,10,4,5,2,ReLU(),0.01,32,20
6,1,7,72901039653191.69,0.1213371753692627,1.047379732131958,793,10,4,5,2,ReLU(),0.01,32,20
7,1,8,72888617030451.2,0.12189197540283203,1.1905097961425781,793,10,4,5,2,ReLU(),0.01,32,20
8,1,9,72877384710881.28,0.12231755256652832,1.3336811065673828,793,10,4,5,2,ReLU(),0.01,32,20
9,1,10,72862875470069.77,0.12066030502319336,1.4754445552825928,793,10,4,5,2,ReLU(),0.01,32,20
10,1,11,72854228139376.64,0.12059712409973145,1.6164453029632568,793,10,4,5,2,ReLU(),0.01,32,20
11,1,12,72810801723801.6,0.12203383445739746,1.7593612670898438,793,10,4,5,2,ReLU(),0.01,32,20
12,1,13,72751164795125.77,0.12158727645874023,1.9018981456756592,793,10,4,5,2,ReLU(),0.01,32,20
13,1,14,72693835087216.64,0.1204988956451416,2.0438601970672607,793,10,4,5,2,ReLU(),0.01,32,20
14,1,15,72659746510602.23,0.12116289138793945,2.1852102279663086,793,10,4,5,2,ReLU(),0.01,32,20
15,1,16,72649327222128.64,0.12048697471618652,2.327726125717163,793,10,4,5,2,ReLU(),0.01,32,20
16,1,17,72640979336232.95,0.1203765869140625,2.469395160675049,793,10,4,5,2,ReLU(),0.01,32,20
17,1,18,72626205142876.16,0.12064599990844727,2.6100313663482666,793,10,4,5,2,ReLU(),0.01,32,20
18,1,19,72595601715691.52,0.12039303779602051,2.748243570327759,793,10,4,5,2,ReLU(),0.01,32,20
19,1,20,72574940095119.36,0.12217497825622559,2.8904662132263184,793,10,4,5,2,ReLU(),0.01,32,20
20,2,1,136158389460664.31,0.12729477882385254,0.2001349925994873,793,10,4,5,2,ReLU(),0.01,64,20
21,2,2,95212578033500.16,0.12610960006713867,0.3453090190887451,793,10,4,5,2,ReLU(),0.01,64,20
22,2,3,97399061381120.0,0.12454605102539062,0.48894643783569336,793,10,4,5,2,ReLU(),0.01,64,20
23,2,4,94377299733381.12,0.12528371810913086,0.6329991817474365,793,10,4,5,2,ReLU(),0.01,64,20
24,2,5,89861794900213.77,0.12720274925231934,0.7800829410552979,793,10,4,5,2,ReLU(),0.01,64,20
25,2,6,89110146540503.05,0.12528610229492188,0.9250912666320801,793,10,4,5,2,ReLU(),0.01,64,20
26,2,7,87811842153512.95,0.12736082077026367,1.072500467300415,793,10,4,5,2,ReLU(),0.01,64,20
27,2,8,87727979328307.2,0.1254885196685791,1.2191441059112549,793,10,4,5,2,ReLU(),0.01,64,20
28,2,9,87668360168734.72,0.12604188919067383,1.3658437728881836,793,10,4,5,2,ReLU(),0.01,64,20
29,2,10,87529296876011.52,0.12311625480651855,1.5093448162078857,793,10,4,5,2,ReLU(),0.01,64,20
30,2,11,87490657022115.84,0.12831330299377441,1.656691551208496,793,10,4,5,2,ReLU(),0.01,64,20
31,2,12,87487952736092.16,0.12462544441223145,1.7995171546936035,793,10,4,5,2,ReLU(),0.01,64,20
32,2,13,87482383271198.72,0.1231839656829834,1.9405670166015625,793,10,4,5,2,ReLU(),0.01,64,20
33,2,14,87471412985856.0,0.12628698348999023,2.0864851474761963,793,10,4,5,2,ReLU(),0.01,64,20
34,2,15,87467825470504.95,0.1253666877746582,2.2296671867370605,793,10,4,5,2,ReLU(),0.01,64,20
35,2,16,87463758736261.12,0.1272749900817871,2.3750524520874023,793,10,4,5,2,ReLU(),0.01,64,20
36,2,17,87458864769269.77,0.125748872756958,2.5186901092529297,793,10,4,5,2,ReLU(),0.01,64,20
37,2,18,87454243155476.48,0.12750005722045898,2.664595365524292,793,10,4,5,2,ReLU(),0.01,64,20
38,2,19,87449595613675.52,0.12395977973937988,2.8070945739746094,793,10,4,5,2,ReLU(),0.01,64,20
39,2,20,87444182652682.23,0.12746381759643555,2.9525387287139893,793,10,4,5,2,ReLU(),0.01,64,20
40,3,1,144860951616552.97,0.12168550491333008,0.1610567569732666,793,10,4,5,2,ReLU(),0.001,32,20
41,3,2,143147916319129.6,0.11943435668945312,0.3012099266052246,793,10,4,5,2,ReLU(),0.001,32,20
42,3,3,140365954687303.69,0.12161946296691895,0.4417994022369385,793,10,4,5,2,ReLU(),0.001,32,20
43,3,4,135416765901373.44,0.12072229385375977,0.581758975982666,793,10,4,5,2,ReLU(),0.001,32,20
44,3,5,127290399316705.28,0.12089753150939941,0.7223103046417236,793,10,4,5,2,ReLU(),0.001,32,20
45,3,6,114755771569930.23,0.11929821968078613,0.8611717224121094,793,10,4,5,2,ReLU(),0.001,32,20
46,3,7,97683971550085.12,0.12030172348022461,1.0000107288360596,793,10,4,5,2,ReLU(),0.001,32,20
47,3,8,79158866971033.6,0.12112545967102051,1.1401846408843994,793,10,4,5,2,ReLU(),0.001,32,20
48,3,9,65426094283980.8,0.11885595321655273,1.2786774635314941,793,10,4,5,2,ReLU(),0.001,32,20
49,3,10,60555453601546.24,0.1193230152130127,1.4165112972259521,793,10,4,5,2,ReLU(),0.001,32,20
50,3,11,59651084647301.12,0.1199653148651123,1.5557355880737305,793,10,4,5,2,ReLU(),0.001,32,20
51,3,12,58976695279943.68,0.11942172050476074,1.6943259239196777,793,10,4,5,2,ReLU(),0.001,32,20
52,3,13,58748036548198.4,0.11924004554748535,1.831864833831787,793,10,4,5,2,ReLU(),0.001,32,20
53,3,14,58684787492782.08,0.11877870559692383,1.9694666862487793,793,10,4,5,2,ReLU(),0.001,32,20
54,3,15,58662027715051.52,0.11970138549804688,2.1080291271209717,793,10,4,5,2,ReLU(),0.001,32,20
55,3,16,58653903804006.4,0.11976337432861328,2.2465102672576904,793,10,4,5,2,ReLU(),0.001,32,20
56,3,17,58648223323914.24,0.11908507347106934,2.3841402530670166,793,10,4,5,2,ReLU(),0.001,32,20
57,3,18,58643361733017.6,0.1193990707397461,2.5221006870269775,793,10,4,5,2,ReLU(),0.001,32,20
58,3,19,58637988423761.92,0.1187748908996582,2.659311294555664,793,10,4,5,2,ReLU(),0.001,32,20
59,3,20,58631307090493.44,0.12048053741455078,2.7984695434570312,793,10,4,5,2,ReLU(),0.001,32,20
60,4,1,142433445040619.53,0.12469625473022461,0.19067120552062988,793,10,4,5,2,ReLU(),0.001,64,20
61,4,2,139557552837099.52,0.12424302101135254,0.33510303497314453,793,10,4,5,2,ReLU(),0.001,64,20
62,4,3,135640512368476.16,0.12617969512939453,0.4781944751739502,793,10,4,5,2,ReLU(),0.001,64,20
63,4,4,130290821978521.6,0.12188982963562012,0.6178829669952393,793,10,4,5,2,ReLU(),0.001,64,20
64,4,5,123290989713817.6,0.12304067611694336,0.7587289810180664,793,10,4,5,2,ReLU(),0.001,64,20
65,4,6,114561813833973.77,0.12631607055664062,0.9014911651611328,793,10,4,5,2,ReLU(),0.001,64,20
66,4,7,104393217121320.95,0.12371444702148438,1.043539047241211,793,10,4,5,2,ReLU(),0.001,64,20
67,4,8,93574469198807.05,0.12428045272827148,1.184962272644043,793,10,4,5,2,ReLU(),0.001,64,20
68,4,9,83777772427673.6,0.12329339981079102,1.325674057006836,793,10,4,5,2,ReLU(),0.001,64,20
69,4,10,77210241240268.8,0.1239466667175293,1.4665684700012207,793,10,4,5,2,ReLU(),0.001,64,20
70,4,11,74892268530565.12,0.12355375289916992,1.6071324348449707,793,10,4,5,2,ReLU(),0.001,64,20
71,4,12,74822738060902.4,0.12510991096496582,1.7489783763885498,793,10,4,5,2,ReLU(),0.001,64,20
72,4,13,74538409091399.69,0.1241457462310791,1.8896470069885254,793,10,4,5,2,ReLU(),0.001,64,20
73,4,14,74102526423203.84,0.12653589248657227,2.0321426391601562,793,10,4,5,2,ReLU(),0.001,64,20
74,4,15,73979851975557.12,0.12310314178466797,2.172182559967041,793,10,4,5,2,ReLU(),0.001,64,20
75,4,16,73997499100692.48,0.12340903282165527,2.3141326904296875,793,10,4,5,2,ReLU(),0.001,64,20
76,4,17,73989585531043.84,0.12381315231323242,2.45562481880188,793,10,4,5,2,ReLU(),0.001,64,20
77,4,18,73969449153331.2,0.12306475639343262,2.597177028656006,793,10,4,5,2,ReLU(),0.001,64,20
78,4,19,73962171400847.36,0.12456870079040527,2.7388205528259277,793,10,4,5,2,ReLU(),0.001,64,20
79,4,20,73957592911052.8,0.12508416175842285,2.880458116531372,793,10,4,5,2,ReLU(),0.001,64,20
